code,acronym,title,year,amount_eur,duration_months,program,coordinator
ANR-18-CE46-0008,ADOM,Méthodes de décomposition de domaine asynchrones,2018,,,ANR,Mathématiques et Informatique pour la Complexité et les Systèmes
ANR-18-CE43-0010,RIB-ECO,Ingénierie du cycle de vie des ARN pour une approche économique de l'énergétique microbienne: application à la bioconversion des sources de carbone dérivées de la biomasse,2018,,,ANR,LABORATOIRE D'INGÉNIERIE DES SYSTÈMES BIOLOGIQUES ET DES PROCÉDÉS
ANR-18-CE25-0012,MAESTRO5G,Gestion de slices dans le réseau d’accès mobile de la 5G,2018,,,ANR,ORANGE (Orange Labs -Gardens)
847593,EURAD,European Joint Programme on Radioactive Waste Management,2018,193806,,H2020,Agence nationale pour la gestion des déchets radioactifs
ANR-17-CONV-0004,LUS,Lyon Urban School,2017,,,PIA ANR,ComUE Lyon Saint-Etienne
INCa-12411,,AcSé moléculaire - Grenoble CHU,2017,,,INCa,CHU Grenoble - Alpes
PHRIP-2017-COVIRSCOL-609,,"Étude des effets d'une auto rééducation assistée par feedback en temps réel sur la posture de patients scoliotiques- Étude mono centrique, prospective, randomisée avec stratification sur le type de scoliose, contrôlée et en simple insu-",2017,,,SIRANo,CHU GRENOBLE ALPES
ANR-17-MART-0002,FLAshMoB,FunctionaL Amyloid chimera for Marine Biosensing,2017,,,ANR,"University Federico II, Naples, Italy"
783176,WAKeMeUP,"Wafers for Automotive and other Key applications using Memories, embedded in Ulsi Processors",2017,146659,,H2020,STMicroelectronics
793570,CBC-ETHOS,Does Cross-border Cooperation relate to a Humanist-ETHical cOde of valueS? Theorizing the institutionalization of a cross-border governance humanist ethical code.,2017,173076,,H2020,Université Grenoble Alpes
ANR-17-CE26-0022,FairHealth,Perceptions d’injustice au travail et troubles musculo-squelettiques : une étude prospective des relations de causalité et des mécanismes sous-jacents,2017,,,ANR,Université Toulouse 1 Capitole - Centre de Recherche en Management
ANR-17-CE25-0016,RT-proofs,Preuves formelles pour systèmes temps-réel,2017,,,ANR,ONERA
ANR-17-CE25-0014,CISC,Certification de compilation Sure pour l'IoT,2017,,,ANR,Centre de Recherche Inria Sophia Antipolis - Méditerranée
ANR-17-CE22-0010,Hianic,Navigation autonome dans des foules inspirée par les humains,2017,,,ANR,Centre de Recherche Inria Grenoble Rhône-Alpes - CHROMA
ANR-17-CE19-0012,SurFAO,Surveillance foetale assistée par ordinateur,2017,,,ANR,TIMC-IMAG
765581,PhD4GlycoDrug,Multidisciplinary European Joint Doctorate in the Design and Development of Glyco Drugs,2017,525751,,H2020,University of Ljubljana
ANR-17-NCUN-0015,ECRI +,"Evaluation, training and certification plan for improving the writing and reading skills in French",2017,,,PIA ANR,Université de Strasbourg
ANR-17-NCUN-0012,FLEXI-TLV,Approche compétences Flexibilité FTLV,2017,,,PIA ANR,Université Grenoble Alpes
PREPS-2017-AIRBUS-ATB-809,,Impact des avis informels des infectiologues référents sur le bon usage des antibiotiques en médecine générale. AIRBUS-ATB/étude des Avis des Infectiologues Référents pour le Bon USage des ATB,2017,,,SIRANo,CHU GRENOBLE ALPES
765376,eSCALED,European School on Artificial Leaf : Electrodes  Devices,2017,,,H2020,Université de Pau et des Pays de l'Adour
776622,PACIFIC,Passive seismic techniques for environmentally friendly and cost efficient mineral exploration,2017,806250,,H2020,Université Grenoble Alpes
780089,BRAIN-IoT,model-Based fRamework for dependable sensing and Actuation in INtelligent decentralized IoT systems,2017,342292,,H2020,LINKS Foundation
800858,ICEI,Interactive Computing E-Infrastructure for the Human Brain Project,2017,,,H2020,Ebrains
771691,SOLARYS,Composition of solar system small bodies,2017,2421180,,H2020,Université Grenoble Alpes
ANR-17-CE32-0012,TRASSE,Trajectoires des Socio-Ecosystèmes dans les Bassins Versants d'Amérique Latine: Face à la Complexité et la Vulnérabilité dans le contexte du Changement Climatique,2017,,,ANR,Forêts et Sociétés
ANR-17-CE28-0006,HearCog,Restauration des fonctions auditives et cognitives chez l’enfant sourd implanté cochléaire,2017,,,ANR,Centre de recherche cerveau et cognition UMR5549 CNRS/UPS
ANR-17-NCUN-0017,Atypie-Friendly,Building an,2017,,,PIA ANR,Communauté d'universités et établissements de Toulouse
ANR-17-EURE-0003,CBH-EUR-GS,CBH-EUR-GS,2017,,,PIA ANR,Université Grenoble Alpes
PHRCI-2017-EPI-MEDIT-FE1,,Impact de la pratique de la méditation de pleine conscience (mindfulness)sur la qualité de vie chez des patients présentant une épilepsie pharmaco-résistante,2017,,,SIRANo,CHU GRENOBLE ALPES
ANR-17-ERC2-0008,SOLARYS,Composition of solar system small bodies,2017,,,ANR,Université grenoble alpes
ANR-17-CE18-0028,MEDI-LIBS,Analyse multi-élémentaire de pathologies pulmonaires par spectroscopie laser,2017,,,ANR,"Institute for Advanced Biosciences (IAB) - CR UGA / Inserm U1209 /CNRS UMR5309 , Team : Cancer targets and experimental therapeutics"
796752,FLOODARC,Understanding long-term FLOOD pattern variability in Western Mediterranean using natural ARChives,2017,185076,,H2020,Université Grenoble Alpes
765000,Plant.ID,Molecular Identification of Plants,2017,,,H2020,University of Oslo
PRTK-2017-MRT-BOOST-386,,"Association à la radiothérapie conventionnelle dun boost délivré par microfaisceaux synchrotron pour augmenter le contrôle local des tumeurs cérébrales,dernières étapes en vue dun transfert clinique de la MRT",2017,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2017-IRAP-IR-182,,Etude de l'intérêt diagnostique dans l'insulinorésistance du dosage spécifique et quantitatif par ELISA d'un biomarqueur plasmatique de la captation cellulaire de glucose : la protéine IRAP (Insulin-Regulated AminoPeptidase) sécrétée-,2017,,,SIRANo,CHU GRENOBLE ALPES
769032,SCARBO,Space CARBon Observatory,2017,423840,,H2020,Airbus
785907,HBP SGA2,Human Brain Project Specific Grant Agreement 2,2017,60683,,H2020,École Polytechnique Fédérale de Lausanne
PHRCN-2017-PROLISA-CFA,,Evaluation d'une sédation par Propofol au cours d'une administration intra trachéale de surfactant par méthode LISA (Less Invasive Surfactant Administration),2017,,,SIRANo,CHU GRENOBLE ALPES
PHRCN-2017-ENDOPTS-096,,"Etude prospective, randomisée en ouvert, dévaluation en aveugle, evaluant lefficacité de la recanalisation veineuse proximale en phase chronique vs traitement médical optimal sur la réduction du syndrome post thrombotique",2017,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2017-TACUS-6C9,,"Efficacité et tolérance de la Lévocétirizine seule ou en association avec lacide tranexamique dans le traitement de lurticaire chronique spontanée. Etude multicentrique contrôlée randomisée en cross-over, en double-aveugle.",2017,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2017-TINNOP3DBS-C56,,Évaluation clinique de la stimulation cérébrale profonde de loperculum 3 (OP3) droit dans le traitement des acouphènes non pulsatiles permanents très invalidants,2017,,,SIRANo,CHU GRENOBLE ALPES
802777,MONIFAULTS,Monitoring real faults towards their critical state,2017,611907,,H2020,Centre national de la recherche scientifique
ANR-17-CE40-0024,Maximic,Contrôle optimal de cellules microbiennes - stratégies naturelles et synthétiques,2017,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes - IBIS
ANR-17-CE24-0006,TRiCOT,Technologie émergente pour le développement de circuits RF et millimétriques à base de nanotubes de carbone,2017,,,ANR,XLIM
ANR-17-CE19-0015,MicroVoice,De la microstructure fibreuse du tissu vocal à la biomécanique phonatoire : conception d'un nouvel oscillateur biomimétique,2017,,,ANR,"Sols, solides, structures, risques"
750920,Filaments to stars,The origin of the IMF through multi-scale analysis of molecular clouds: unification of PDF and power spectrum analysis,2016,173076,,H2020,Université Grenoble Alpes
737454,TARANTO,TowARds Advanced bicmos NanoTechnology platforms for rf and thz  applicatiOns,2016,236936,,H2020,STMicroelectronics
ANR-16-COEN-0006,COEN3014,Decoding Presymptomatic white matter changes in Huntington Disease (WIN-HD),2016,,,ANR,Institut National de la Santé et de la Recherche Médicale
ANR-16-COEN-0004,COEN3020,BAFF/APRIL in the central nervous system,2016,,,ANR,Institut Albert Bonniot - Université Grenoble Alpes
ANR-16-CHR2-0002,SUCCESS,SecUre aCCESSibility for the internet of things,2016,,,ANR,Middlesex University London
ANR-16-CE38-0009,e-ROMA,"Restauration expressive, par sculpture et animation, de l’héritage statuaire Gallo-­Romain",2016,,,ANR,Laboratoire d'InfoRmatique en Image et Systèmes d'information
ANR-16-CE33-0018,MEMIP,"Modèles à effets mixtes de processus intracellulaires: méthodes, outils et applications",2016,,,ANR,INRIA PARIS
ANR-16-CE33-0015,FOLD-Dyn,Fonctions multi-couches dynamiques pour l’animation de personnages,2016,,,ANR,UNIVERSITE TOULOUSE III [PAUL SABATIER]
ANR-16-CE33-0014,CaMoPi,Capture et Modélisation du Pied Chaussé en Mouvement,2016,,,ANR,Centre de recherche Inria Grenoble Rhône-Alpes - MORPHEO
ANR-16-CE25-0015,DAPCODS,Protection des Données des Objets Connectés et Smartphones,2016,,,ANR,Centre de recherche Inria Grenoble Rhône-Alpes - PRIVATICS
ANR-16-CE25-0002,EPHYL,Amélioration des formes d'onde des réseaux cellulaires basse puissance pour l'internet des objets,2016,,,ANR,SEQUANS COMMUNICATIONS
ANR-16-CE20-0005,NAUTRAM,"Caractérisation de la production des composés thérapeutiques et du tramadol naturel par les arbustes Nauclea latifolia: voies de biosynthèse, impacts génétiques et environnementaux, et recherche de composés bioactifs analogues",2016,,,ANR,CNRS
742335,F-IMAGE,Seismic Functional Imaging of the Brittle Crust,2016,2266090,,H2020,Université Grenoble Alpes
ANR-16-CE23-0006,Deep_in_France,Réseaux de neurones profonds pour l'apprentissage,2016,,,ANR,"Laboratoire d'Informatique, de Traitement de l'Information et des Systèmes"
739530,ACTRIS PPP,"ACTRIS PPP - Aerosols, Clouds and Trace gases Preparatory Phase Project ",2016,70000,,H2020,Finnish Meteorological Institute
720905,NEW DEAL,"New siRNA Nanotherapy for Inflammatory Bowel Diseases, targeting Janus kinases",2016,51699,,H2020,Commissariat à l’énergie atomique et aux énergies alternatives
730086,ERGO,EUROPEAN ROBOTIC GOAL-ORIENTED AUTONOMOUS CONTROLLER,2016,294325,,H2020,GMV Innovating Solutions
730890,OPTICON,Optical Infrared Coordination Network for Astronomy,2016,3750,,H2020,University of Cambridge
ANR-16-DUNE-0002,SIDES 3.0,Système Intelligent d'Enseignement en Santé,2016,,,PIA ANR,Université Numérique en Santé et Sport.fr
PRME-2016-ARIA-PUMP-128,,Evaluation médico-économique de la prise en charge de lAscite Réfractaire par Implantation dun dispositif Alfapump chez les patients cirrhotiques,2016,,,SIRANo,CHU GRENOBLE ALPES
723139,BigClouT,Big data meeting Cloud and IoT for empowering the citizen clout in smart cities,2016,,,H2020,Commissariat à l’énergie atomique et aux énergies alternatives
732032,BrainCom,High-density cortical implants for cognitive neuroscience and rehabilitation of speech using brain-computer interfaces.,2016,1399272,,H2020,Institut Català de Nanociència i Nanotecnologia
747597,AMORPREBIO,Amorphous Precursors in Biomineralization.,2016,173076,,H2020,Université Grenoble Alpes
750420,DARWIN,Dual capillary waveguide endoscope,2016,173076,,H2020,Université Grenoble Alpes
ANR-16-CE39-0009,LAVA,"Lava et la Ville: l'évaluation des risques, de réduction des risques et de gestion des crises de effusive Désastres",2016,,,ANR,Laboratoire Magmas et Volcans
ANR-16-ACHN-0023,AxGaRe,Guidage axonale et regeneration dans le système nerveux central,2016,,,ANR,Grenoble Institut des Neurosciences - Université Grenoble Alpes
PRME-2016-BIO-SAOS-31B,,Evaluation médico-économique d'une stratégie de dépistage du syndrome d'apnées obstructives du sommeil (SAOS) chez l'obèse via les laboratoires de biologie médicale et les médecins traitants : Evaluation cout-utilité,2016,,,SIRANo,CHU GRENOBLE ALPES
ANR-16-CE92-0009,ImmunoglobulinCrowding,"Propriétés statiques et dynamiques des protéines anticorps - l'influence de l'effet de ""crowding"" et des charges",2016,,,ANR,INSTITUT MAX VON LAUE-PAUL LANGEVIN
ANR-16-CE25-0010,CLEAR,Compilation de langages intermédiaires en exécutables efficaces pour le big data,2016,,,ANR,Centre de recherche Inria Grenoble Rhône-Alpes - TYREX
ANR-16-CE24-0031,Terapacipode,Démonstration de circuits passifs sur Polymère dans la gamme THz,2016,,,ANR,Université Paris Sud / Centre de Nanosciences et Nanotechnologies
ANR-16-ASTR-0023,SACADE,Scénarios d’Attaque Contre Automates avec Distribution et Encapsulation,2016,,,ANR,Institut Polytechnique de Grenoble
753906,TopoInMulTermJJ,Multi-Terminal Josephson Junctions as a novel platform for high dimensional topological matter,2016,173076,,H2020,Université Grenoble Alpes
758385,e-See,Single electron detection in Transmission Electron Microscopy,2016,15000,,H2020,Centre national de la recherche scientifique
722687,RAMP,RAtionalising Membrane Protein crystallisation,2016,525751,,H2020,Université Grenoble Alpes
730900,SERA,Seismology and Earthquake Engineering Research Infrastructure Alliance for Europe ,2016,51906,,H2020,ETH Zurich
740072,PRACTICIES,Partnership against violent radicalization in the cities,2016,100000,,H2020,Université Toulouse - Jean Jaurès
PHRIP-2016-FOLOMI-32A,,Fonction Locomotion Mesure Inflammation,2016,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2016-MONTSAS-563,,Impact du blocage de la voie des cysteinyl leucotriènes sur la fonction endothéliale des patients présentant un syndrome dapnées obstructives du sommeil essai en crossover multicentrique randomisé contrôlé versus placebo.,2016,,,SIRANo,CHU GRENOBLE ALPES
730080,ESROCOS,European Space Robot Control Operating System,2016,315869,,H2020,GMV Innovating Solutions
PREPS-2016-DISPATCH-67A,,Multifaceted intervention for increasing performance of cardiopulmonary resuscitation by laypersons in out-of-hospital cardiac arrest. A stepped wedge cluster randomized controlled trial,2016,,,SIRANo,CHU GRENOBLE ALPES
PHRCN-2016-EVAOLD-006,,Évaluation d'une stratégie guidée par l'imagerie non invasive par rapport à la coronarographie systématique chez les patients âgés avec Ischémie,2016,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2016-EVAXALL-C45,,"Vaccination après allogreffe de cellules souches hématopoïétiques,Etude randomisée évaluant lintérêt dune injection supplémentaire chez les patients non répondeurs à M3.",2016,,,SIRANo,CHU GRENOBLE ALPES
754303,GreQuE,Grenoble Quantum Engineering Doctoral Programme,2016,1962000,,H2020,Université Grenoble Alpes
745821,DigiFlor,Digital Edition of the Roman de Florimont,2016,173076,,H2020,Université Grenoble Alpes
741002,DOC,The Dawn of Organic Chemistry,2016,2353283,,H2020,Université Grenoble Alpes
ANR-16-EBI3-0003,BearConnect,Functional connectivity and ecological sustainability of European ecological networks - a case study with the brown bear,2016,,,ANR,"CNRS, Université Grenoble Alpes - Laboratoire d’Ecologie Alpine"
ANR-16-CHR2-0001,UPRISE-IoT,User-centric PRivacy & Security in the IoT,2016,,,ANR,University of Applied Sciences and Arts of Southern Switzerland
712721,NanOQTech,Nanoscale Systems for Optical Quantum Technologies,2015,62440,,H2020,Centre national de la recherche scientifique
ANR-15-IDFN-0006,OPENMIAGE,MIAGE numérique pilotée par les compétences,2015,,,PIA ANR,Université de Lyon I (Claude Bernard)
ANR-15-IDEX-0002,UGA,IDEX UGA,2015,,,PIA ANR,Université Grenoble Alpes
689648,MICA,Mineral Intelligence Capacity Analysis,2015,87500,,H2020,Geological Survey of Denmark and Greenland
691714,PROMOTION,PROMOTioN - Progress on Meshed HVDC Offshore Transmission Networks,2015,60000,,H2020,DNV GL
681032,EHVA,European HIV Vaccine Alliance (EHVA): a EU platform for the discovery and evaluation of novel prophylactic and therapeutic vaccine candidates,2015,567638,,H2020,Institut national de la santé et de la recherche médicale
687528,StarFormMapper,A Gaia and Herschel Study of the Density Distribution and Evolution of Young Massive Star Clusters,2015,320000,,H2020,University of Leeds
PHRIP-2015-SCALA-F4A,,Validation d'une nouvelle échelle de latéropulsion après AVC (SCAle for LAteropulsion),2015,,,SIRANo,CHU GRENOBLE ALPES
PHRCN-2015-BCIPROJECT-881,,INTERFACE CERVEAU MACHINE ET NEUROPROTHESE MOTRICE EXOSQUELETTIQUE,2015,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2015-TISSUE-E57,,Iontophorèse thérapeutique de tréprostinil dans les ulcérations digitales de la sclérodermie systémique,2015,,,SIRANo,CHU GRENOBLE ALPES
676541,OpenDreamKit,Open Digital Research Environment Toolkit for the Advancement of Mathematics,2015,548000,,H2020,Université Paris-Saclay
685559,NEREID,NanoElectronics Roadmap for Europe: Identification and Dissemination,2015,3750,,H2020,Institut polytechnique de Grenoble
713679,MFP,Martí i Franquès COFUND,2015,,,H2020,Rovira i Virgili University
690462,ERA4CS,European Research Area for Climate Services,2015,,,H2020,Agence nationale de la recherche
ANR-15-JPWG-0003,CircProt,Synaptic CIRCuit PROTection in AD and HD- BDNF-TrkB and Arc signaling as rescue factors,2015,,,ANR,Otto-von-Guericke-University
ANR-15-CHR2-0003,COPES,COnsumer-centric Privacy in smart Energy gridS,2015,,,ANR,KTH Royal Institute of Technology
ANR-15-CRNT-0008,IMP,IMP,2015,,,PIA ANR,Centre Technique des Industries Mécaniques-Senlis
ANR-15-NMED-0009,COM-MED,Communication systems with renewable energy micro-grid,2015,,,ANR,University of Cyprus
ANR-15-CE37-0015,OSCILLOSCOPUS,Manipulation non invasive de la synchronie cérébrale pour booster la cognition visuo-spatiale et rééduquer ses troubles chez l'homme,2015,,,ANR,Institut National de la Santé et de la Recherche Médicale
ANR-15-CE24-0022,HPeC,"Calcul Haute Performance embarqué, auto-adaptatif et efficace énergiquement. Cas des drones.",2015,,,ANR,CNRS DR BRETAGNE ET PAYS DE LA LOIR
ANR-15-CE11-0029,NEWOPTOGENETICSTOOLS,Nouveaux canaux et transporteurs régulés par la lumière pour l'optogénétique,2015,,,ANR,Institut de Biologie Structurale
700665,CITADEL,Critical Infrastructure Protection using Adaptive MILS,2015,262729,,H2020,Open Group
694209,Scale-FreeBack,Scale-Free Control for Complex Physical Network Systems,2015,31515,,H2020,Centre national de la recherche scientifique
716651,NEDM,The Neutron Electric Dipole Moment: pushing the precision to understand the matter-antimatter asymmetry,2015,1409796,,H2020,Université Grenoble Alpes
692068,BISON,BrIdging Structural BiOlogy with Biological SyNthesis and Self Assembly to Reveal Key Processes in Living Systems,2015,88438,,H2020,Masaryk University
668119,IDentIFY,Improving Diagnosis by Fast Field-Cycling MRI,2015,20815,,H2020,University of Aberdeen
ANR-15-IDFN-0004,SONATE,Solidarité Numérique et Attractivité Territoriale,2015,,,PIA ANR,Fondation Unit
INCa-11371,,Structuration du NGS à visée diagnostique des cancers,2015,,,INCa,Université Grenoble-Alpes (UGA)
PHRCN-2015-DEX-ENCEPH-C08,,Traitement par Dexamethasone des encéphalites à Herpes Simplex Virus (HSV). Essai contrôlé randomisé,2015,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2015-PROCOAG-7F2,,Impact clinique et médico-économique de ladministration précoce de concentrés de complexe prothrombique chez les patients présentant une hémorragie post-traumatique grave,2015,,,SIRANo,CHU GRENOBLE ALPES
675318,INCITE,Innovative controls for renewable sources Integration into smart energy systems,2015,525751,,H2020,Institut de Recerca de l'Energia de Catalunya
681044,RESSTORE,REgenerative Stem cell therapy for STroke in Europe,2015,1781938,,H2020,Université Grenoble Alpes
681137,EAVI2020,European AIDS Vaccine Initiative 2020,2015,612908,,H2020,Imperial College London
688329,Nanonets2Sense,Nanonets2Sense,2015,1025,,H2020,Institut polytechnique de Grenoble
687931,REMINDER,Revolutionary embedded memory for internet of things devices and energy reduction,2015,8528,,H2020,University of Granada
688417,SPARK,Spatial Augmented Reality as a Key for co-creativity,2015,64591,,H2020,Politecnico di Milano
676564,EPOS IP,EPOS Implementation Phase,2015,95625,,H2020,National Institute of Geophysics and Volcanology
ANR-15-IDFN-0005,REFLEXPRO,Flexibilité des formations et professionalisation,2015,,,PIA ANR,Université Grenoble Alpes
iLAB-VA15032,,Maquettes numériques personnalisées pour le soin dentaire,2015,,,i-LAB,
689443,ERA-PLANET,The European network for observing our changing planet,2015,85000,,H2020,National Research Council
681514,COHERENCE,Exploiting light coherence in photoacoustic imaging,2015,1932630,,H2020,Université Grenoble Alpes
716429,SEIC,Setting Earth's Initial Conditions: A fluid dynamics study of core-mantle differentiation,2015,392705,,H2020,Université Claude Bernard - Lyon 1
ANR-15-FRAL-0009,PHRASEOROM,La phraséologie du roman,2015,,,ANR,"Université Grenoble Alpes, Laboratoire de Linguistique et Didactique des Langues Etrangères et Maternelles"
ANR-15-CE38-0011,SoSweet,Une sociolinguistique de Twitter : liens sociaux et variations linguistiques,2015,,,ANR,"Interactions, Corpus, Apprentissages, Représentations"
15AIP036,ACCECIBLE,Initiatives pour un accès à l'alimentation de qualité et durable pour tous,2015,,,Casdar,FNCIVAM
655833,ImagiNE,Imaging Nonlinear Elasticity for seismology,2014,173076,,H2020,Université Grenoble Alpes
645665,GEO-RAMP,"Geohazards: Risk Assessment, Mitigation and Prevention",2014,40500,,H2020,Newcastle University
654208,EPN2020-RI,EUROPLANET 2020 Research Infrastructure,2014,33013,,H2020,The Open University
646272,BIOCAPAN,BIOactive implantable CApsule for PANcreatic islets immunosuppression free therapy,2014,721379,,H2020,Commissariat à l’énergie atomique et aux énergies alternatives
PHRCN-2014-HPAG-AEE,,"Impact sur le dépistage des enfants de petit poids pour lâge gestationnel, dune surveillance longitudinale de la croissance foetale par utilisation dune courbe de hauteur utérine ajustée individuelle au 3ème trimestre",2014,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2014-REVE-PGM-4D1,,Réhabilitation Ex-Vivo et Evaluation des greffes pulmonaires à partir de greffons marginaux,2014,,,SIRANo,CHU GRENOBLE ALPES
PREPS-2014-OSCAR-PH-7DE,,Elaboration et validation d'un chemin clinique pour la prise en charge médico-chirurgicale des infections sur prothèses de hanche,2014,,,SIRANo,CHU GRENOBLE ALPES
669891,AlmaCrypt,Algorithmic and Mathematical Cryptology,2014,150000,,H2020,Helmholtz Center for Information Security
647938,LEGO,Multimodal glycoconjugates: a molecular Lego approach for antitumoral immunotherapy,2014,1946150,,H2020,Université Grenoble Alpes
644184,CPS Summit,Transatlantic CPS Summit,2014,30000,,H2020,Fortiss
ANR-14-CE24-0030,ACHMOV,Modélisation précise de l'humain à partir de vidéos,2014,,,ANR,INRIA CENTRE GRENOBLE RHÔNE-ALPES
645717,PROTINUS,PROviding new insighT into INteractions between soil fUnctions and Structure,2014,22500,,H2020,Institut de recherche pour le développement
643809,ADIPOA2,Clinical trial of autologous adipose-derived mesenchymal stromal cells (ASC) in the treatment of mild to moderate osteoarthritis,2014,,,H2020,"National University of Ireland, Galway"
640947,GreenDiamond,Green Electronics with Diamond Power Devices,2014,280000,,H2020,Centre national de la recherche scientifique
INCa-8500,,Primary Systemic Therapy (PST) and Sequential Partial Breast Irradiation (sPBI) to increase pathologic complete response (pCR) rate in intermediate and high-risk luminal and triple negative breast cancer,2014,,,INCa,CHU Grenoble - Alpes
PHRCK-2014-NEO APBI-01-417,,"Irradiation partielle du sein combinée au traitement systémique,néo adjuvant, pour augmenter la réponse pathologique complète des cancers à risque intermédiaire et à haut risque de types luminal,et triples négatifs.",2014,,,SIRANo,CHU GRENOBLE ALPES
654109,ACTRIS-2,"Aerosols, Clouds, and Trace gases Research InfraStructure",2014,99500,,H2020,National Research Council
643921,UnCoVerCPS,Unifying Control and Verification of Cyber-Physical Systems,2014,353990,,H2020,Technical University of Munich
INNO2030-14-CL-36-1,,EnerBee - Générateur-pile mécanique,2014,,,Innovation 2030,
670846,ALKAGE,Algebraic and Kähler geometry,2014,1809345,,H2020,Université Grenoble Alpes
INCa-8499,,GRECCARU 01: Suprapubic versus transurethral catheterization after rectal resection with low anastomosis for cancer in males in terms of urinary tract infection: a multicentric RCT,2014,,,INCa,CHU Grenoble - Alpes
PRTK-2014-FOLDLUNGK4-6CA,,Ciblage de la kinase CDK4/Cycline D par des foldamères et application thérapeutique au cancer du poumon,2014,,,SIRANo,CHU GRENOBLE ALPES
645984,ERN,The European Remanufacturing Network - coordinating and supporting European remanufacturers,2014,13515,,H2020,Oakdene Hollins
647018,WATU,Wave turbulence: beyond weak turbulence,2014,1923065,,H2020,Université Grenoble Alpes
647917,ULT-NEMS,Ultra-Cold Nano-Mechanics: from Classical to Quantum Complexity,2014,24199,,H2020,Centre national de la recherche scientifique
638804,AArteMIS,Aneurysmal Arterial Mechanics: Into the Structure,2014,42938,,H2020,ARMINES
642870,IMMUNOSHAPE,Development of Selective Carbohydrate Immunomodulators Targeting C-type Lectin Receptors on Antigen Presenting Cells,2014,262876,,H2020,CIC biomaGUNE
654113,ERIGrid,"European Research Infrastructure supporting Smart Grid Systems Technology Development, Validation and Roll Out",2014,,,H2020,Austrian Institute of Technology
653706,iNEXT,"Infrastructure for NMR, EM and X-rays for translational research",2014,0,,H2020,Utrecht University
PRTS-2014-MAS FLAGELLA-D53,,"Génétique et Physiopathologie des anomalies morphologiques,du flagelle spermatique associé à une infertilité masculine.",2014,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2014-GADD34-LES-F03,,Évaluation pronostique de l'augmentation de l'expression du gène codant pour GADD34 au cours du lupus érythémateux systémique (LES),2014,,,SIRANo,CHU GRENOBLE ALPES
PRME-2014-STABILOT-440,,Impact médico-économique de la stabilisation des formes sévères de diabète de type 1 par transplantation dîlots pancréatiques,2014,,,SIRANo,CHU GRENOBLE ALPES
iLAB-VA14036,,Outils et services d'analyse d'IRM cérébrale pour la quantification de lésions et le développement de biomarqueurs,2014,,,i-LAB,
654182,ENVRI PLUS,Environmental Research Infrastructures Providing Shared Solutions for Science and Society,2014,114250,,H2020,Integrated Carbon Observation System
654110,HYDRALAB-PLUS,HYDRALAB+ Adapting to climate change,2014,17500,,H2020,Deltares
INCa-8363,,"Prospective detection of innovative biomarkers in lung cancer, colorectal cancer and melanoma",2014,,,INCa,CHU Grenoble - Alpes
PHRCK-2014-GRECCARU 01-D0D,,Etude prospective randomisée multicentrique comparant le cathéter sus-pubien à la sonde urétrale après résection rectale et anastomose basse pour cancer chez lhomme,2014,,,SIRANo,CHU GRENOBLE ALPES
ANR-14-CE27-0009,VIMAD,navigation autonome des drones aériens avec la fusion des données visuels et inertielles,2014,,,ANR,INRIA CENTRE GRENOBLE RHÔNE-ALPES
ANR-14-CE25-0018,Fast Relax,Approximation rapide et fiable,2014,,,ANR,INRIA - Centre de recherche Grenoble Rhône-Alpes
ANR-14-CE23-0003,MACARON,Apprentissage statistique à grande échelle et applications,2014,,,ANR,Centre de Recherche Inria Grenoble Rhône-Alpes
PRTK-2013-BIOPSIEROBOTISEE-F34,,Biopsies optiques pour la prostatectomie radicale robotisée,2013,,,SIRANo,CHU GRENOBLE ALPES
PHRCN-2013-LYTONEPAL-325,,Pronostic à long terme des encéphalopathies anoxo ischémiques néonatales à lère de la neuroprotection par hypothermie,2013,,,SIRANo,CHU GRENOBLE ALPES
PRTS-2013-MC2-C87,,Imagerie moléculaire des plaques d'athérome coronaires en pratique clinique,2013,,,SIRANo,CHU GRENOBLE ALPES
ANR-13-SOIN-0001,BBM - Better Business Models,Vers de meilleurs business models dans les secteurs de la santé et des industries créatives digitales grâce aux technologies numériques,2013,,,ANR,Chambre de Commerce et d'Industrie de Grenoble/Grenoble Ecole de Management
610427,EVOEVO,Evolution of Evolution,2013,488244,,FP7,
611430,CYPHERS,Cyber-Physical European Roadmap and Strategy,2013,96000,,FP7,
610535,AMADEOS,Architecture for Multi-criticality Agile Dependable Evolutionary Open System-of-Systems,2013,363360,,FP7,
ANR-13-NEUC-0006,AuComSi,Auditory computations for interpreting and producing communication signals,2013,,,ANR,Inria Grenoble Rhône-Alpes
ANR-13-INFR-0005,ABCD,Vers un réseau en nuage et mobile sensible aux usages,2013,,,ANR,Université Pierre et Marie Curie
INCa-7580,,LYON CANCER NGS,2013,,,INCa,INRIA Grenoble Rhône-Alpes
